SalePrice,GrLivArea,LotArea,OverallQual,KitchenQual,CentralAir,HeatingQC,PavedDrive,Neighborhood,YearBuilt
139000,1824,9400,6,TA,Y,TA,Y,Mitchel,1971
169000,2447,9638,6,Gd,Y,Ex,Y,SWISU,1919
132500,1412,6000,6,TA,Y,Ex,Y,BrkSide,1939
143000,1328,9790,6,TA,Y,TA,Y,NWAmes,1963
190000,1582,36500,5,TA,Y,Fa,N,ClearCr,1964
278000,1659,5664,8,Ex,Y,Ex,Y,StoneBr,2000
281000,1970,11065,8,Ex,Y,Ex,Y,NridgHt,2006
180500,1152,14112,5,TA,Y,TA,Y,NAmes,1964
119500,1302,1680,5,TA,Y,TA,Y,BrDale,1972
107500,2372,6600,5,TA,N,TA,Y,OldTown,1892
162900,1664,10140,7,TA,Y,TA,Y,NWAmes,1976
115000,864,8172,5,TA,Y,TA,N,Edwards,1955
138500,1052,8400,5,TA,Y,Gd,Y,NAmes,1968
155000,1128,8700,5,TA,Y,Gd,Y,NAmes,1963
140000,1072,3675,6,TA,Y,Gd,Y,Edwards,2005
160000,5642,63887,10,Ex,Y,Ex,Y,Edwards,2008
154000,1246,7500,5,Gd,Y,Ex,Y,NAmes,1959
225000,1983,10762,7,Gd,Y,Ex,Y,Gilbert,1999
177500,1494,7500,6,Gd,Y,Fa,P,Crawfor,1942
290000,2526,10120,8,Gd,Y,Ex,Y,NoRidge,1994
232000,1616,8688,7,Gd,Y,Ex,Y,Somerst,2005
130000,1708,3363,7,Gd,Y,Ex,Y,Edwards,2004
325000,1652,13173,9,Ex,Y,Ex,Y,NridgHt,2006
202500,1368,6955,7,Gd,Y,Ex,Y,NridgHt,2005
138000,990,8072,5,TA,Y,Ex,Y,CollgCr,1994
147000,1122,12000,5,Gd,Y,Ex,Y,OldTown,1948
179200,1294,7153,6,Gd,Y,Gd,Y,SawyerW,1991
335000,1902,17500,7,Ex,Y,TA,Y,Crawfor,1959
203000,1274,8814,7,Gd,Y,Ex,Y,CollgCr,2005
302000,2810,9572,8,Gd,Y,Ex,Y,NoRidge,1990
333168,2599,14774,9,Gd,Y,Ex,Y,NoRidge,1999
119000,948,8190,4,TA,Y,Ex,Y,Edwards,1954
206900,2112,11075,6,TA,Y,TA,Y,NAmes,1969
295493,1630,10226,8,Ex,Y,Ex,Y,CollgCr,2008
208900,1352,4230,7,Gd,Y,Ex,Y,Somerst,2006
275000,1787,14781,8,Gd,Y,Ex,Y,CollgCr,2001
111000,948,10215,4,TA,Y,Ex,Y,Edwards,1954
156500,1478,8400,6,TA,Y,Gd,Y,NAmes,1957
72500,720,6627,3,TA,N,TA,Y,BrkSide,1949
190000,1923,10186,7,Gd,Y,Ex,Y,NoRidge,1992
82500,708,5330,4,Fa,Y,Gd,Y,BrkSide,1940
147000,1795,9986,8,Gd,Y,Ex,Y,Somerst,2006
55000,796,3636,4,TA,N,Fa,N,IDOTRR,1922
79000,774,4270,3,Gd,Y,Ex,Y,Edwards,1931
130500,816,6600,5,Gd,Y,Ex,Y,Mitchel,1982
256000,2792,10440,6,TA,Y,Ex,Y,OldTown,1920
176500,1632,9084,7,TA,Y,Gd,Y,Gilbert,1998
227000,1588,10000,8,Gd,Y,Ex,Y,Somerst,2006
132500,954,10780,5,TA,Y,Gd,Y,CollgCr,1976
100000,816,8877,4,TA,Y,Ex,Y,Edwards,1938
125500,1360,7200,5,Gd,Y,Ex,Y,IDOTRR,1938
125000,1365,2368,5,TA,Y,TA,Y,BrDale,1970
167900,1334,9650,6,TA,Y,TA,Y,NWAmes,1977
135000,1656,9246,5,TA,Y,TA,Y,NWAmes,1973
52500,693,4118,4,Fa,N,Fa,N,OldTown,1941
200000,1861,13450,7,Gd,Y,Ex,Y,CollgCr,2002
128500,864,9560,5,TA,Y,Ex,Y,CollgCr,1972
123000,872,8294,4,TA,Y,TA,Y,NAmes,1971
155000,1114,13695,6,Gd,Y,Ex,Y,SawyerW,2003
228500,2169,9375,8,Gd,Y,Ex,Y,CollgCr,2002
177000,1913,7558,6,TA,Y,Gd,Y,Crawfor,1928
155835,1456,11103,7,Gd,Y,Ex,Y,CollgCr,2006
108500,960,6000,4,Fa,Y,Gd,Y,OldTown,1920
262500,2156,20781,7,TA,Y,TA,Y,NWAmes,1968
283463,1776,15306,8,Gd,Y,Ex,Y,Timber,2006
215000,1494,16196,7,Gd,Y,Ex,Y,SawyerW,1998
122000,2358,5250,8,TA,N,Fa,Y,OldTown,1872
200000,2634,11643,5,TA,Y,TA,Y,NAmes,1969
171000,1716,9247,6,TA,Y,Ex,Y,NAmes,1962
134900,1176,6000,6,TA,Y,TA,N,BrkSide,1937
410000,3238,14720,8,Gd,Y,Ex,Y,NoRidge,1995
235000,1865,10316,7,Gd,Y,Ex,Y,CollgCr,2000
170000,1920,10192,7,Gd,Y,Gd,Y,NWAmes,1968
110000,892,9477,5,TA,Y,TA,Y,NAmes,1966
149900,1078,12537,5,TA,Y,Ex,Y,NAmes,1971
177500,1573,2117,6,Gd,Y,Ex,Y,Somerst,2000
315000,1980,16737,9,Ex,Y,Ex,Y,NridgHt,2004
189000,2601,9842,5,TA,Y,Ex,Y,SWISU,1921
260000,1530,16158,7,Gd,Y,Ex,Y,StoneBr,2005
104900,1738,12513,4,TA,Y,Gd,Y,NAmes,1920
156932,1412,8499,6,Gd,Y,Ex,Y,Gilbert,2006
144152,1200,3180,7,Gd,Y,Ex,Y,Somerst,2005
216000,1674,7500,7,Gd,Y,Ex,Y,Somerst,2000
193000,1790,9179,7,Gd,Y,Ex,Y,CollgCr,1999
127000,1475,2665,5,TA,Y,Ex,Y,MeadowV,1977
144000,848,4435,6,Gd,Y,Ex,Y,CollgCr,2003
232000,1668,10635,8,Gd,Y,Ex,Y,CollgCr,2003
105000,1374,5400,4,TA,Y,Ex,Y,OldTown,1920
165500,1661,9600,6,Gd,Y,Gd,Y,NAmes,1955
274300,2097,9750,7,Gd,Y,Ex,Y,CollgCr,1998
466500,2633,11400,10,Ex,Y,Ex,Y,NoRidge,2001
250000,1958,10625,7,Gd,Y,Ex,Y,Somerst,2005
239000,1571,10991,8,Gd,Y,Ex,Y,Timber,2007
91000,790,6292,6,TA,N,TA,Y,SWISU,1930
117000,1604,10998,5,TA,Y,Ex,Y,Edwards,1941
83000,987,1953,6,TA,Y,TA,Y,BrDale,1973
167500,1394,9735,5,Gd,Y,Gd,Y,Timber,2006
58500,864,8212,3,TA,N,TA,Y,Edwards,1914
237500,2117,12925,6,TA,Y,Ex,Y,NAmes,1970
157000,1762,7200,7,Gd,Y,Ex,N,OldTown,1920
112000,1416,25339,5,Gd,Y,Ex,N,Sawyer,1918
105000,1258,9060,6,TA,Y,TA,P,Edwards,1939
125500,1154,5436,4,Gd,Y,Gd,N,IDOTRR,1922
250000,2784,16692,7,Gd,Y,TA,Y,NWAmes,1978
136000,2526,8520,6,Gd,N,TA,Y,OldTown,1916
377500,1746,14892,9,Ex,Y,Ex,Y,Gilbert,2006
131000,1218,6000,6,TA,Y,Ex,Y,BrkSide,1941
235000,1525,9100,7,Gd,Y,Ex,Y,CollgCr,2000
124000,1584,8944,5,TA,Y,TA,Y,NAmes,1967
123000,900,7838,5,TA,Y,TA,Y,NAmes,1967
163000,1912,10800,6,TA,N,Ex,Y,OldTown,1905
246578,1500,4045,7,Gd,Y,Ex,Y,Blmngtn,2006
281213,2482,12665,8,Gd,Y,Ex,Y,Timber,2005
160000,1687,57200,5,TA,Y,TA,N,Timber,1948
137500,1513,6120,5,TA,Y,Ex,N,BrkSide,1920
138000,1904,7200,5,TA,Y,Gd,Y,NAmes,1950
137450,1608,6171,6,Gd,Y,Ex,Y,SWISU,1925
120000,1158,6000,6,TA,Y,TA,Y,BrkSide,1929
193000,1593,7415,6,TA,Y,Ex,Y,Gilbert,2004
193879,1294,6762,7,Gd,Y,Ex,Y,CollgCr,2006
282922,1464,15256,8,Gd,Y,Ex,Y,Somerst,2007
105000,1214,10410,3,TA,Y,TA,Y,OldTown,1915
275000,1646,3842,8,Gd,Y,Ex,Y,Crawfor,2004
133000,768,8445,5,TA,Y,TA,Y,CollgCr,1972
112000,833,8780,5,TA,Y,Ex,Y,Mitchel,1985
125500,1363,7740,4,TA,Y,Gd,Y,OldTown,1910
215000,2093,20544,7,TA,Y,Gd,Y,NWAmes,1986
230000,1840,12420,7,Gd,Y,Ex,Y,CollgCr,2001
140000,1668,9600,6,TA,Y,Ex,Y,NAmes,1950
90000,1040,7200,4,TA,N,Fa,Y,NAmes,1949
257000,1844,10994,8,Gd,Y,Ex,Y,SawyerW,2005
207000,1848,13053,6,Gd,Y,Gd,N,BrkSide,1923
175900,1569,3635,7,Gd,Y,Ex,Y,Blmngtn,2007
122500,2290,11340,4,TA,Y,Gd,N,OldTown,1885
340000,2450,16545,8,Gd,Y,Ex,Y,NoRidge,1998
124000,1144,9204,5,TA,Y,TA,Y,NAmes,1963
223000,1844,16381,6,Gd,Y,Gd,Y,Crawfor,1969
179900,1416,11700,6,TA,Y,Gd,Y,NWAmes,1968
127500,1069,4043,6,TA,Y,TA,Y,NPkVill,1977
136500,848,4435,6,Gd,Y,Ex,Y,CollgCr,2003
274970,2201,19690,6,Gd,Y,TA,Y,Edwards,1966
144000,1344,9503,5,TA,Y,TA,Y,NAmes,1958
142000,1252,10721,6,Gd,Y,Ex,Y,NAmes,1959
271000,2127,10944,7,Gd,Y,Ex,Y,NoRidge,1994
140000,1558,10930,5,TA,Y,TA,Y,NAmes,1945
119000,804,7200,5,Gd,Y,TA,Y,OldTown,1940
182900,1440,12546,6,Gd,Y,Ex,Y,NWAmes,1981
192140,1838,21930,5,TA,Y,Ex,Y,Gilbert,2005
143750,958,4928,6,TA,Y,TA,Y,NPkVill,1976
64500,968,10800,4,TA,Y,TA,Y,OldTown,1927
186500,1792,10261,6,TA,Y,Ex,Y,Gilbert,2000
160000,1126,17400,5,TA,Y,Fa,P,Mitchel,1977
174000,1537,8400,6,Gd,Y,TA,Y,NAmes,1962
120500,864,9000,4,TA,Y,TA,Y,NAmes,1971
394617,1932,12444,8,Ex,Y,Ex,Y,NridgHt,2008
149700,1236,7407,6,TA,Y,TA,Y,OldTown,1957
197000,1725,11584,7,TA,Y,TA,Y,NWAmes,1979
191000,2555,11526,6,TA,Y,Fa,Y,Crawfor,1922
149300,848,4426,6,Gd,Y,Ex,Y,CollgCr,2004
310000,2007,11003,10,Ex,Y,Ex,Y,Somerst,2008
121000,952,8854,6,Fa,N,Fa,P,BrkSide,1916
179600,1422,8500,7,Gd,Y,Ex,Y,CollgCr,2004
129000,913,8400,6,TA,Y,Gd,Y,Sawyer,1966
157900,1188,26142,5,TA,Y,TA,P,Mitchel,1962
240000,2090,10000,8,Gd,Y,Ex,Y,CollgCr,1995
112000,1346,11767,4,TA,N,Gd,Y,Edwards,1910
92000,630,1533,5,Ex,Y,Ex,Y,MeadowV,1970
136000,1792,9000,5,TA,Y,TA,Y,NAmes,1974
287090,1578,9262,8,Ex,Y,Ex,Y,Somerst,2008
145000,1072,3675,5,TA,Y,Gd,Y,Edwards,2005
84500,1140,17217,5,TA,Y,Ex,Y,Mitchel,2006
185000,1221,7500,7,Gd,Y,Ex,Y,Somerst,2004
175000,1647,7917,6,TA,Y,Ex,Y,Gilbert,1999
210000,2073,13175,6,TA,Y,TA,Y,NWAmes,1978
266500,2340,9042,7,Gd,Y,Ex,Y,Crawfor,1941
142125,1078,9717,5,Gd,Y,Gd,Y,NAmes,1950
147500,1256,9937,5,TA,Y,Gd,Y,Edwards,1965
